student_id,name,gender,age,subject,exam_score,exam_date,region,grade_level,school
3577,Jill Hill,Female,22,History,49.7,2024-11-22,Port Jasonview,Year 4,Parker-Williams
8206,Gregory Grant,Female,18,Math,76.71,2025-05-24,Barajasbury,Year 3,Myers-Jackson
4924,Melissa Salinas,Female,23,Math,52.35,2025-03-19,Lake Katherinefurt,Year 1,Romero-Patterson
1464,John Bruce,Male,21,Computer,65.19,2025-02-10,Lake Brandonmouth,Year 4,"Rodriguez, Johnston and Salazar"
3076,Kenneth Wilson,Male,22,Math,71.99,2024-11-30,Lake Daniellefort,Year 3,Martin-Johnston
8754,Hannah Jimenez,Male,19,Computer,83.8,2025-06-27,Sabrinaburgh,Year 3,"Foster, Perez and Thomas"
4754,Karl Castillo,Male,22,Science,41.48,2025-04-03,Christophershire,Year 3,Webb-Johnson
7454,Randy Newman,Male,24,History,72.19,2024-11-29,East Carlyview,Year 1,"Dunn, White and Hinton"
7080,Rodney Davis,Female,22,Science,77.0,2025-07-18,Garyview,Year 3,Holland LLC
6701,Brian Morales,Female,20,Math,53.48,2025-05-04,West Travisfort,Year 1,Gonzalez Ltd
4853,Rhonda James,Male,25,Computer,99.3,2025-04-06,Lake Anna,Year 3,Murphy Ltd
9978,Maria Buck,Female,20,Computer,48.79,2025-05-09,South Jennifer,Year 4,Ruiz-Horton
6068,Donald Black,Female,22,Computer,82.15,2025-05-05,East Lance,Year 2,Meyer PLC
8575,Stephanie Hartman,Male,20,English,56.88,2025-08-03,Tiffanyport,Year 3,Scott Inc
2489,Megan Phillips,Male,23,History,52.21,2025-08-03,Anthonystad,Year 2,"Whitaker, Carrillo and Ingram"
3339,Nicolas Reilly,Male,25,Math,40.37,2025-03-24,Rodriguezview,Year 1,Hancock-Navarro
7863,Robert Mullen,Male,24,Computer,82.45,2024-12-21,Mariaton,Year 3,"Mullins, Strickland and Walker"
7412,Donna Parks,Female,21,Computer,61.95,2025-09-01,South Lawrence,Year 1,"Owens, Wallace and Thomas"
2525,Cynthia Clarke,Male,19,Computer,91.49,2025-03-03,Emilyburgh,Year 3,"Hansen, Medina and Myers"
9463,Jillian Torres,Male,19,Science,94.91,2025-02-27,North Richardstad,Year 1,"Cardenas, Hurley and Martinez"
4004,Tracy Spears,Female,19,Science,64.88,2025-04-28,Taylormouth,Year 4,"Mcclure, Jackson and Odonnell"
8929,Phillip Tanner,Female,22,English,40.05,2024-10-28,Stanleyville,Year 2,Parks Inc
8564,Linda Murphy,Male,22,Math,74.26,2025-10-10,Bakerstad,Year 4,"Hall, Green and Davis"
2122,Joel Walker,Male,20,English,68.71,2024-12-25,Carterton,Year 4,Martinez Ltd
2809,Melissa Mccarty,Female,24,Computer,76.24,2025-01-10,North Michelle,Year 1,Santana Ltd
2246,John Mann,Female,19,Computer,40.47,2024-11-17,Lopezside,Year 3,Stephens-Davis
8838,Holly Perez,Male,23,History,84.78,2024-12-22,Faithton,Year 3,Cunningham PLC
6200,Mr. James Stewart MD,Male,24,Science,88.68,2024-11-08,Jeffreymouth,Year 4,Smith-Boyd
1943,Grace Snyder,Female,20,Computer,75.08,2025-10-04,Port Samanthaport,Year 4,Padilla and Sons
9477,Shannon Brown,Male,23,History,53.29,2024-12-08,Lake Jeffrey,Year 3,Torres-Erickson
7373,Crystal Walker,Female,25,History,90.03,2024-12-01,Scottville,Year 1,Schaefer PLC
3241,Andrea Brown,Male,20,English,71.83,2025-10-05,Fisherview,Year 3,Perez Inc
4132,Sarah Christensen,Female,22,Math,83.59,2025-06-17,New Tracymouth,Year 2,Jones-Mueller
9675,Elizabeth Gonzales,Male,25,English,43.63,2025-06-12,Yuside,Year 4,Carter Group
5162,Christopher Collins,Female,22,History,97.81,2024-12-30,North Debra,Year 3,Garcia-Pacheco
5747,Megan Keith,Male,21,Math,68.47,2025-09-15,Jenniferstad,Year 3,Adkins PLC
8289,Andrew Wilson,Male,23,Math,72.31,2025-01-18,West Michaelburgh,Year 2,Hamilton-Morgan
6318,Chris Gray,Male,19,History,72.88,2025-01-10,Connietown,Year 4,"Harrell, Burnett and Fritz"
1506,Susan Smith,Female,21,History,60.86,2025-08-27,Sandrashire,Year 2,"Bryant, Mills and Byrd"
5351,Randall Bell,Male,20,Science,96.08,2025-09-08,South Tanya,Year 1,"Jordan, Stone and Oliver"
9413,Randy Woods,Male,19,History,55.83,2025-07-29,West Heatherville,Year 1,Nichols Inc
9912,Kellie Larson,Female,20,History,88.35,2025-04-08,Lake Jason,Year 4,Richardson-Gonzalez
9633,Charles Bright,Male,18,Science,70.5,2025-07-31,Lake Katie,Year 2,"Hill, Hogan and Gonzalez"
2907,Brittany Miller,Male,19,English,54.72,2025-08-14,New Valerie,Year 4,Davis-Hall
5674,Angela Griffith,Male,21,History,65.15,2025-07-05,Clarkehaven,Year 4,Gordon-Holmes
7161,Albert Gonzales,Female,20,Math,98.28,2025-02-21,Hodgeston,Year 4,Nguyen Inc
7326,William Brooks,Male,24,English,45.54,2025-02-20,West Kim,Year 2,Bell-Liu
7098,Mathew Thompson,Female,18,History,57.48,2025-07-30,Paynebury,Year 2,Wall-Bray
9971,Calvin Smith,Female,20,Math,42.05,2024-10-31,Karenberg,Year 4,Miller-Turner
3298,Gloria Williams,Male,22,Science,74.78,2024-11-12,Heathermouth,Year 1,"Hunt, Nunez and Hendrix"
4429,Kristina Short,Male,20,History,45.52,2025-06-26,Port Chelseatown,Year 2,"Hammond, Martin and Rogers"
3686,Bethany Kline,Male,18,Science,77.67,2025-05-27,Shawnview,Year 4,"Page, Mcneil and Johnson"
8227,Ashley Wright,Female,25,History,93.22,2025-03-16,North Aaronfort,Year 4,Green PLC
4449,Charles Cook,Male,24,English,63.8,2025-04-14,Graytown,Year 2,Huerta-Vincent
2432,Tamara Baker,Female,20,Computer,71.77,2025-07-15,Robertsmouth,Year 3,Hernandez-Shepherd
7362,Connie Kerr,Female,18,Math,44.87,2025-06-12,East Bradley,Year 3,Ramos LLC
1913,Kristen Fox,Female,18,History,47.08,2025-09-15,Tanyaton,Year 2,Martin and Sons
4988,Laura Cross,Male,25,Math,95.49,2025-10-15,Port Kelly,Year 1,Garrison-Moore
9860,Michael Lowe,Female,20,Computer,73.79,2024-12-22,South Michaelmouth,Year 1,Snyder-Ramos
2616,Melissa Edwards,Male,20,Math,56.13,2025-02-24,Tammyberg,Year 3,Garcia and Sons
3185,Susan Stein,Male,25,History,92.09,2024-11-01,Campbellborough,Year 4,"Schroeder, Dorsey and Sloan"
5380,Corey Valenzuela,Female,20,Computer,85.18,2025-09-11,New Melissa,Year 1,Berg-Nelson
6210,Andrea Palmer,Female,19,Math,65.23,2025-03-30,North Carlyville,Year 3,Poole-King
5903,Frank Alvarado,Male,18,Math,93.99,2025-05-08,Lake Stacystad,Year 2,Kelley-Avery
2842,Christina Harrison,Male,22,Math,57.71,2025-04-18,Port Danielberg,Year 1,Gomez Ltd
3755,Alicia Rose,Male,21,Science,51.83,2025-01-01,Lake Ricky,Year 2,"Gardner, Wilson and Harris"
9940,William Fowler,Female,25,History,90.5,2025-09-16,North Scott,Year 3,Garcia LLC
5118,Jason Luna,Female,18,Science,91.06,2025-03-19,East Aliceside,Year 4,Martin PLC
8261,Andrea Brown,Female,25,Math,73.0,2025-04-03,Leslieberg,Year 1,"Moore, Mcguire and Cunningham"
8197,Theresa Robinson,Male,22,English,70.82,2025-07-23,Port Timothy,Year 4,Hernandez-Fuller
2412,Kimberly Valencia,Male,25,English,63.98,2025-08-02,Sheltonville,Year 3,"Burnett, Johnson and Smith"
5473,Michelle Hudson,Female,25,Science,90.34,2025-06-05,Christopherbury,Year 1,Howard-Caldwell
9659,Samuel Morales,Female,24,Computer,67.97,2024-12-22,Garymouth,Year 1,Horn-Hudson
6922,Brian Harrison,Male,21,English,52.83,2025-05-12,Port Brian,Year 2,"Christensen, Watson and Kline"
4476,Kimberly Thompson,Female,21,Science,96.33,2025-02-08,North Ryanton,Year 2,"Reyes, Curry and Campbell"
4039,Jacob Gonzalez,Male,21,Science,58.71,2025-05-20,Michaelview,Year 3,Harris and Sons
9293,Rhonda Walker,Male,21,English,56.03,2025-06-10,West Bryanview,Year 4,"Mason, Drake and Krueger"
9465,Amy Meyers,Female,21,Math,40.41,2025-06-07,Hernandezton,Year 1,Jones-Evans
6612,Hannah Harrison,Male,24,English,91.72,2025-06-11,Reginaldbury,Year 2,Carney Inc
7317,Eric Simon,Male,25,History,64.97,2025-01-07,New Ashleyfort,Year 2,Zuniga Inc
3984,Audrey Mitchell,Male,23,Math,74.88,2025-09-14,Port Martin,Year 3,Hickman-Pierce
7028,Bill Barnes,Female,24,Science,52.0,2025-06-02,Campbellton,Year 1,Kirk-Hoffman
8991,Martin Le,Female,18,History,87.54,2025-07-13,Melanieborough,Year 1,Snyder and Sons
9391,Alexander Oliver DDS,Male,25,Math,60.88,2024-11-22,Whiteton,Year 3,Patel-Sandoval
3166,Elizabeth Contreras,Female,21,History,51.22,2025-09-15,Charlesmouth,Year 1,Hernandez PLC
6722,Jason Welch,Female,23,English,72.97,2024-11-28,New Rachel,Year 2,Turner LLC
3152,Jason Duarte,Female,18,Math,85.48,2025-08-09,South Kylehaven,Year 3,Garcia Group
2852,Tracy Young,Female,24,History,81.22,2025-08-15,Michaelburgh,Year 4,Edwards-Rollins
2302,Jason Chandler,Male,25,History,99.42,2024-11-16,Veronicamouth,Year 3,Morrison-Cortez
4860,Robin Melendez,Female,23,Math,93.22,2025-05-30,North Margaret,Year 1,Jimenez-Hodge
6186,Christina Hodge,Male,21,Computer,80.64,2024-10-22,North Ashleyland,Year 1,Skinner Inc
1204,Tracy Mclean,Female,20,English,67.17,2025-04-28,New Jessicaside,Year 4,Hurley-Davidson
2495,Wayne Ibarra,Male,18,History,87.72,2025-10-14,Georgehaven,Year 1,Thomas Group
5904,Brittany Watkins,Female,20,English,67.08,2025-06-18,Port Amber,Year 1,Mcmillan Ltd
1932,Taylor Flynn,Male,22,English,70.22,2024-12-08,East Keithside,Year 1,Anderson-Michael
5575,Gregory Perez,Male,20,Science,84.84,2024-12-18,Sabrinaland,Year 4,"Merritt, Sanchez and Jones"
5571,Matthew Downs,Male,22,Math,40.95,2024-12-26,Ewingmouth,Year 1,"Baker, Morgan and Robinson"
5276,Jeffrey Dunn,Male,18,English,90.3,2025-08-23,Turnershire,Year 4,Leonard Group
1879,Joshua Morris,Male,23,History,95.14,2025-08-12,Dwaynemouth,Year 1,"Jones, Carr and Schmidt"
1374,Jorge Ramos,Male,23,Science,67.22,2025-09-02,Port Nataliefort,Year 1,Miles-Ortiz
8698,Michael Williams,Male,21,Math,74.67,2025-01-11,New Aprilchester,Year 3,"Velazquez, Gonzales and Mcdonald"
9318,Leah Evans,Male,23,Math,55.55,2024-11-18,Williamsfort,Year 1,Stanley Group
9608,Tiffany Hall PhD,Male,18,English,52.18,2025-07-23,Clarkeland,Year 1,"Dunn, Ross and Thomas"
1017,Nancy Medina,Male,23,English,58.35,2025-07-01,Fisherfort,Year 1,White and Sons
5302,Melissa Huff,Male,21,History,81.91,2025-10-07,Michaelside,Year 4,"Perry, Sullivan and Chapman"
7377,Jonathan White,Female,18,Math,97.87,2025-02-19,South Karen,Year 3,Rogers LLC
8086,Peter Davis,Female,18,History,71.57,2025-03-01,South Jaredland,Year 1,Mckenzie Ltd
2235,Andrea Romero,Male,18,History,85.6,2024-12-03,New Jeffrey,Year 4,Weeks PLC
7952,Juan Reyes,Male,22,English,40.75,2025-07-21,Frederickfurt,Year 2,Larsen-Medina
1114,Nicholas Jones,Male,19,Computer,77.27,2024-12-24,Bradleyfurt,Year 4,Huber Inc
2844,Jacob Ferguson,Female,22,History,65.89,2025-02-18,Adamsstad,Year 2,Hubbard-Myers
7366,Michael Jordan,Male,22,History,77.97,2025-05-18,Lorettachester,Year 4,Butler-Alexander
3463,Melanie Anderson,Male,18,Science,55.71,2025-09-25,Lake Angela,Year 4,Stevens-Harper
1595,Lisa Estes,Female,25,Computer,42.15,2025-10-05,Parrishshire,Year 3,Gutierrez Inc
2966,Deborah Carr,Male,18,History,43.65,2025-03-15,Theodorechester,Year 3,Jones Ltd
8366,David Valentine,Female,22,Science,92.42,2025-07-09,New Sarahport,Year 2,Vazquez Ltd
9792,Paul Johnson,Female,21,Math,92.11,2024-11-28,New Brian,Year 4,Hale LLC
5292,Diana Carey,Female,21,Computer,45.28,2025-04-11,New Debbie,Year 2,"Snyder, Scott and Garcia"
9742,Richard Mayer,Male,18,Computer,70.69,2025-09-08,New Shannon,Year 3,Thomas-Miles
9975,Jacob Williamson,Male,19,Math,73.27,2024-11-05,New Anthony,Year 2,"Rocha, Smith and Ramos"
5300,Jessica Sullivan,Male,22,History,73.41,2025-02-17,Lake Erin,Year 1,Duncan-King
9804,Hannah James,Female,25,Math,52.57,2025-10-03,East Maureentown,Year 1,"Robinson, Underwood and Lam"
6020,Sheryl Mitchell,Female,19,Science,71.7,2025-04-08,Jessicaburgh,Year 3,"Smith, White and Russell"
7565,Alan Rodriguez,Female,23,History,54.67,2025-03-03,South Leonard,Year 2,Baker-Harrison
4470,Jaclyn Henry,Male,22,Math,96.42,2025-08-09,Matthewville,Year 2,Cline-Singleton
2894,Robert Nguyen,Female,23,Computer,93.8,2025-04-27,Lake Edwardchester,Year 1,Gross-Stanley
8283,Frederick Wilson,Male,22,Math,73.53,2025-01-20,New Patrickview,Year 4,Thompson-Hoffman
8588,Matthew Johnson,Male,25,History,43.66,2025-05-27,Beckermouth,Year 1,Richard and Sons
1285,Jermaine Graham,Female,24,Computer,96.64,2025-03-22,Robinsonland,Year 3,Peters-Williams
1852,Thomas Cross,Female,19,History,95.64,2025-03-26,Deborahshire,Year 2,Montgomery Inc
1268,Jason Hall,Male,19,Science,98.68,2024-12-11,Blakeborough,Year 3,"Pierce, Everett and Miller"
3758,Ricky Cox,Male,21,Math,87.11,2025-08-26,Daviesshire,Year 3,"Perry, Ferguson and Stewart"
2163,Danielle Pierce,Female,25,History,97.61,2025-02-18,East Traceyshire,Year 3,West Group
1617,Frank Richardson,Female,20,Science,80.82,2025-03-13,Port Wendy,Year 4,Maddox-Kidd
5333,Marvin Gregory,Male,22,Computer,99.38,2025-02-14,East Julie,Year 3,Clark-Ramirez
5136,Glenn Watkins,Male,18,Science,72.54,2025-01-27,Brooksmouth,Year 2,Glass Ltd
2714,Alexander Roth PhD,Female,21,History,60.75,2025-06-20,Lake Bonnieberg,Year 2,Parker-Meyer
3055,Alicia Harris,Male,23,History,52.78,2025-10-13,Lisaview,Year 1,Sanchez Group
9686,Anne Williams,Female,25,English,65.21,2025-01-21,East Alisonville,Year 4,"Stewart, Walker and Willis"
8239,Betty Wright,Female,23,Math,49.7,2025-09-22,West Crystalton,Year 2,"Hayes, Long and Keith"
2437,Maria Hale,Female,21,Math,41.77,2024-12-25,Lake Pedro,Year 4,"Burton, Kim and Young"
9132,Jason Walsh,Female,18,Computer,64.22,2025-08-05,West Amandaborough,Year 2,Martinez and Sons
2405,Dylan Valenzuela,Male,18,Science,97.34,2025-05-10,North Jasontown,Year 2,Kaiser-Perez
6367,Crystal Munoz,Female,18,Science,90.95,2025-08-29,Thomasberg,Year 1,Cook-Marshall
1555,Aaron White,Female,21,Computer,79.79,2025-05-12,Whiteburgh,Year 1,Walter Inc
2231,Ms. Jessica Nelson MD,Female,19,Science,42.29,2024-11-09,Alexanderport,Year 2,"Snow, Burke and Jackson"
1817,Edward Duncan,Female,22,Computer,78.86,2025-01-11,Davidfurt,Year 3,Watkins Ltd
6949,Angel Bishop,Female,20,History,59.66,2024-11-02,East Brentside,Year 2,"Collins, Grimes and Carter"
6595,Michael Gray,Female,23,History,66.41,2025-09-11,North Danielle,Year 2,Roberts Inc
3386,Susan Rodriguez,Female,25,Math,49.16,2025-08-29,Vargasville,Year 3,"Williams, Villanueva and Choi"
9925,Andrea Kelly,Male,21,English,83.92,2025-02-21,North Steveview,Year 3,Sanders LLC
2400,Chad Jones,Female,20,History,85.99,2024-11-29,Smithmouth,Year 4,Nelson-Wolfe
7663,Sara Galloway,Male,23,Computer,56.57,2025-03-30,East Michael,Year 1,Drake-Hall
7609,Henry Jones,Male,25,History,46.43,2025-09-19,Maryfurt,Year 4,Braun-Rocha
8859,Stacy Ryan,Male,24,English,74.59,2025-09-20,North Patriciaport,Year 2,"Gutierrez, Armstrong and Hensley"
3896,Scott Carr,Male,19,Math,96.81,2025-07-03,Hollowayport,Year 1,Smith-Oconnell
3726,Melissa Miles,Female,25,English,91.14,2024-12-27,New Ericmouth,Year 2,Reese-Robinson
2325,Kristen Patel,Female,21,English,83.66,2025-09-07,South Jerome,Year 2,Shaw Ltd
4809,Robert Porter,Male,18,English,70.13,2025-02-14,Timothymouth,Year 1,Garrett and Sons
4316,Chad Young,Female,20,Math,98.04,2025-06-14,New Bryan,Year 2,Rivera-Thomas
5713,William Riggs,Female,20,English,93.28,2025-02-01,Johnsonmouth,Year 1,Mccullough-Cross
3071,Luis Torres,Female,20,English,72.04,2024-12-02,South Brandonchester,Year 2,"Knapp, Haney and Vaughn"
7576,Connie Obrien,Male,23,Math,42.89,2025-01-20,Christopherton,Year 3,Palmer-Rogers
9799,Angela Copeland,Male,23,English,72.23,2025-06-26,Kristinechester,Year 3,"Estes, Green and Allen"
6328,Julie Brown,Male,18,History,74.48,2025-07-17,Heatherside,Year 1,Harrison-Bryant
1450,Ashley Hendricks,Female,18,History,88.12,2025-07-01,Sarahville,Year 3,"Lucas, Lee and Hunter"
2395,Kathryn Dixon,Female,23,Science,47.85,2024-11-26,Michellebury,Year 2,Morris-Burgess
9324,Jennifer Rogers,Female,24,Math,75.19,2025-02-26,New Robinshire,Year 4,Yates-Collins
7975,Nancy Dixon,Female,20,English,86.81,2024-12-15,West Taylor,Year 2,Martin-Mitchell
6422,Mark Moody,Female,19,Math,76.21,2025-04-02,North Jeffreyhaven,Year 1,Mitchell Inc
8680,Tina Peterson,Male,25,English,52.12,2025-03-31,South Peterborough,Year 3,Peterson-Wallace
1542,John Vargas,Female,20,Computer,67.33,2025-06-06,Meghanmouth,Year 3,"Bauer, Wiggins and Ray"
9915,Tracy Robinson,Female,22,History,86.43,2024-11-03,West Amber,Year 4,"Jordan, Hernandez and Johnson"
3051,Kristin Cross,Male,19,Science,86.6,2025-07-31,South Terri,Year 3,Hunter Inc
9406,Nicholas Owens,Male,24,History,55.26,2025-02-01,Sarahside,Year 2,Phillips-Martinez
8837,Martin Hill,Male,23,English,98.36,2025-04-14,Colemantown,Year 1,"Pollard, Mueller and Duncan"
7033,Tracey Reyes,Male,24,History,40.95,2025-02-06,West Thomas,Year 4,Hart-White
9280,Matthew Schneider,Male,24,Computer,64.7,2024-12-11,Jeffreyhaven,Year 3,Wall Ltd
8049,Jason Hutchinson,Female,18,Computer,86.22,2024-12-02,Wendymouth,Year 2,Carr PLC
4900,Rhonda Turner,Male,22,Math,53.43,2025-03-16,New Alexandra,Year 4,Collier LLC
2033,Peter Mendoza,Male,23,History,68.23,2025-10-08,Hornside,Year 4,Brown-Jones
3860,Bradley Webb,Female,19,Math,55.43,2025-05-16,Andrewmouth,Year 1,Meza-Henderson
1401,Kevin Santos,Male,24,Computer,69.59,2024-12-28,Richardborough,Year 2,Torres-Holmes
6274,Denise Jones,Male,21,Science,61.69,2025-08-21,North Kennethland,Year 4,Black Inc
6763,Lisa Bryant,Male,23,Math,91.54,2025-10-16,West Ericberg,Year 3,"Mason, Peters and Pittman"
6850,Erica Miller,Male,23,English,85.74,2025-06-04,West Loretta,Year 2,Peterson and Sons
4837,Shane Harris,Female,24,English,56.38,2025-07-25,Lake Susan,Year 3,"Jackson, Schwartz and Mcbride"
7726,Chase Carter,Male,20,English,50.74,2024-11-17,Joseland,Year 4,Moyer LLC
9726,Samantha Castillo,Male,24,Computer,42.38,2025-08-16,Davidville,Year 3,Perry-Kelley
2650,Janet Shah,Male,25,History,60.31,2024-12-11,Ruthfort,Year 3,Waters Group
7476,Paul Allen,Female,22,History,53.41,2025-02-07,Port Julie,Year 3,Porter-Perez
1354,Dr. Laura Martinez MD,Female,22,History,78.07,2024-11-20,East Jamesville,Year 4,Valencia Inc
6837,Daniel Carey,Female,25,Computer,43.85,2025-01-10,Wilsonbury,Year 3,Hensley LLC
1297,Amanda George,Male,22,English,44.01,2025-02-25,East Kristymouth,Year 1,Hunt-Williamson
7165,Christopher Lawrence,Female,20,English,67.96,2025-09-18,Lake Michelleshire,Year 4,"Fisher, Walker and Shea"
8721,Douglas Fowler,Male,25,History,82.06,2024-10-25,East Alexischester,Year 1,Garner LLC
5501,Timothy Bautista,Male,19,Math,54.41,2025-06-03,Lake Justin,Year 4,"Gray, Hammond and Wong"
4622,Christina Le,Male,18,English,91.48,2025-10-14,New Theresafurt,Year 4,Davidson LLC
1819,Sarah Cantu,Female,21,English,50.47,2025-10-19,Deanborough,Year 2,Gonzalez-Drake
1273,Jason Guerrero,Male,25,Science,89.48,2025-05-17,Sarahshire,Year 4,"Armstrong, Green and Lane"
7236,William Wallace,Male,18,English,44.96,2025-02-18,West Patriciashire,Year 3,Collins-Morales
2484,Justin Everett,Female,25,Math,88.42,2025-05-01,Wendymouth,Year 3,"Tate, Rogers and Manning"
3835,Jessica Nichols,Male,20,Computer,69.41,2025-01-27,Jamestown,Year 2,Garcia PLC
4606,Brandi Reeves,Female,20,English,91.49,2025-03-11,New Billymouth,Year 3,Ray Ltd
4025,Eric Rice,Male,21,Science,96.82,2025-07-16,North Emily,Year 1,"Carney, Fuentes and Hurst"
9422,Victoria Thomas,Female,21,History,53.83,2024-11-22,Port Ryanstad,Year 1,"Taylor, Benson and Miller"
1458,Christina Mitchell,Male,25,Computer,92.14,2024-11-11,East Mariachester,Year 2,"Brown, Flores and Smith"
1225,Rhonda Moore,Female,20,Math,95.85,2025-05-06,North Bobbyland,Year 4,Bennett LLC
6835,Tina Smith,Male,19,English,51.19,2025-03-02,New Lisa,Year 3,George Inc
7869,Hannah Fleming,Male,18,English,61.69,2025-01-25,South Leslie,Year 3,Franklin PLC
9777,Jacqueline Reid,Female,20,English,43.26,2025-03-30,Lake Alexandraberg,Year 2,"Dunn, Brown and Skinner"
7316,Wendy Singh,Male,18,Math,76.54,2025-09-02,North Dakotashire,Year 3,Romero PLC
8057,Crystal Ochoa,Female,19,History,55.12,2024-11-10,South Karen,Year 1,Smith Group
2342,Crystal Cox DVM,Female,19,History,85.68,2025-04-06,Theresaview,Year 4,Simmons-Miller
3651,William Moore,Female,18,English,53.83,2025-04-08,West Dylanside,Year 1,White-Hicks
8342,Chad Fry,Female,25,Math,44.29,2025-08-30,Adamsland,Year 2,Jones-Lopez
1215,Natalie Gibson,Male,20,Science,60.67,2025-03-16,East Karifurt,Year 4,Myers-Wall
6759,Frank Hoover,Male,24,Science,65.54,2025-07-29,Claudiaport,Year 2,May PLC
